index,title,author,dynasty,content,favor
709,烈女操,孟郊,唐,梧桐相待老，鸳鸯会双死。波澜誓不起，妾心古井水。贞女贵殉夫，舍生亦如此。,357.0
710,洛桥晚望,孟郊,唐,榆柳萧疏楼阁闲，月明直见嵩山雪。天津桥下冰初结，洛阳陌上人行绝。,926.0
711,秋怀十五首（其一）,孟郊,唐,老泣无涕洟，秋露为滴沥。孤骨夜难卧，吟虫相唧唧。触绪无新心，丛悲有馀忆。讵忍逐南帆，江山践往昔。 去壮暂如剪，来衰纷似织。,876.0
712,秋夕贫居述怀,孟郊,唐,浅井不供饮，瘦田长废耕。今交非古交，贫语闻皆轻。卧冷无远梦，听秋酸别情。高枝低枝风，千叶万叶声。,196.0
713,巫山曲,孟郊,唐,轻红流烟湿艳姿，行云飞去明星稀。目极魂断望不见，猿啼三声泪滴衣。荆王猎时逢暮雨，夜卧高丘梦神女。巴江上峡重复重，阳台碧峭十二峰。,189.0
714,游终南山,孟郊,唐,南山塞天地，日月石上生。高峰夜留景，深谷昼未明。山中人自正，路险心亦平。长风驱松柏，声拂万壑清。即此悔读书，朝朝近浮名。,407.0
715,游子吟,孟郊,唐,慈母手中线，游子身上衣。临行密密缝，意恐迟迟归。谁言寸草心，报得三春晖。,354.0
716,相和歌辞·怨诗,孟郊,唐,试妾与君泪，两处滴池水。看取芙蓉花，今年为谁死。,590.0
717,贫女,秦韬玉,唐,敢将十指夸针巧，不把双眉斗画长。苦恨年年压金线，为他人作嫁衣裳。蓬门未识绮罗香，拟托良媒益自伤。谁爱风流高格调，共怜时世俭梳妆。,439.0
718,别薛华,王勃,唐,无论去与住，俱是梦中人。悲凉千里道，凄断百年身。送送多穷路，遑遑独问津。心事同漂泊，生涯共苦辛。,994.0
719,采莲曲,王昌龄,唐,荷叶罗裙一色裁，芙蓉向脸两边开。乱入池中看不见，闻歌始觉有人来。,723.0
720,江亭夜月送别二首,王勃,唐,津亭秋月夜，谁见泣离群？江送巴南水，山横塞北云。乱烟笼碧砌，飞月向南端。寂寞离亭掩，江山此夜寒。,597.0
721,山中,王勃,唐,长江悲已滞，万里念将归。况属高风晚，山山黄叶飞。,636.0
722,送杜少府之任蜀州,王勃,唐,城阙辅三秦，风烟望五津。与君离别意，同是宦游人。海内存知己，天涯若比邻。无为在歧路，儿女共沾巾。,817.0
723,滕王阁诗,王勃,唐,阁中帝子今何在？槛外长江空自流。滕王高阁临江渚，佩玉鸣鸾罢歌舞。闲云潭影日悠悠，物换星移几度秋。画栋朝飞南浦云，珠帘暮卷西山雨。,590.0
724,咏风,王勃,唐,去来固无迹，动息如有情。驱烟寻涧户，卷雾出山楹。肃肃凉风生，加我林壑清。肃肃凉景生，加我林壑清。日落山水静，为君起松声。,481.0
725,长信怨,王昌龄,唐,长信宫中秋月明，昭阳殿下捣衣声。火照西宫知夜饮，分明复道奉恩时。白露堂中细草迹，红罗帐里不胜情。熏笼玉枕无颜色，卧听南宫清漏长。银灯青琐裁缝歇，还向金城明主看。奉帚平明金殿开，暂将团扇共徘徊。真成薄命久寻思，梦见君王觉后疑。玉颜不及寒鸦色，犹带昭阳日影来。高殿秋砧响夜阑，霜深犹忆御衣寒。金井梧桐秋叶黄，珠帘不卷夜来霜。,767.0
726,出塞（其一）,王昌龄,唐,秦时明月汉时关，万里长征人未还。但使龙城飞将在，不教胡马度阴山。,706.0
727,春宫曲,王昌龄,唐,昨夜风开露井桃，未央前殿月轮高。平阳歌舞新承宠，帘外春寒赐锦袍。,834.0
728,从军行七首,王昌龄,唐,表请回军掩尘骨，莫教兵士哭龙荒。前军夜战洮河北，已报生擒吐谷浑。明敕星驰封宝剑，辞君一夜取楼兰。琵琶起舞换新声，总是关山旧别情。撩乱边愁听不尽，高高秋月照长城。黄沙百战穿金甲，不破楼兰终不还。大漠风尘日色昏，红旗半卷出辕门。玉门山嶂几千重，山北山南总是烽。烽火城西百尺楼，黄昏独上海风秋。更吹羌笛关山月，无那金闺万里愁。人依远戍须看火，马踏深山不见踪。胡瓶落膊紫薄汗，碎叶城西秋月团。关城榆叶早疏黄，日暮云沙古战场。青海长云暗雪山，孤城遥望玉门关。,898.0
729,从军行（其四）,王昌龄,唐,青海长云暗雪山，孤城遥望玉门关。黄沙百战穿金甲，不破楼兰终不还。,459.0
730,答武陵太守,王昌龄,唐,曾为大梁客，不负信陵恩。仗剑行千里，微躯感一言。,901.0
731,芙蓉楼送辛渐（其一）,王昌龄,唐,寒雨连江夜入吴，平明送客楚山孤。洛阳亲友如相问，一片冰心在玉壶。,467.0
732,闺怨,王昌龄,唐,见陌头杨柳色，悔教夫婿觅封侯。闺中少妇不知愁，春日凝妆上翠楼。,500.0
733,青楼曲二首,王昌龄,唐,白马金鞍从武皇，旌旗十万宿长杨。楼头少妇鸣筝坐，遥见飞尘入建章。驰道杨花满御沟，红妆缦绾上青楼。金章紫绶千馀骑，夫婿朝回初拜侯。,284.0
734,塞下曲四首（其一）,王昌龄,唐,不学游侠儿，矜夸紫骝好。从来幽并客，皆共沙尘老。蝉鸣空桑林，八月萧关道。出塞入塞寒，处处黄芦草。,376.0
735,塞下曲四首（其二）,王昌龄,唐,饮马渡秋水，水寒风似刀。平沙日未没，黯黯见临洮。昔日长城战，咸言意气高。黄尘足今古，白骨乱蓬蒿。,337.0
736,送柴侍御,王昌龄,唐,沅水通波接武冈，送君不觉有离伤。青山一道同云雨，明月何曾是两乡。,74.0
737,送郭司仓,王昌龄,唐,映门淮水绿，留骑主人心。明月随良掾，春潮夜夜深。,809.0
738,送魏二,王昌龄,唐,醉别江楼橘柚香，江风引雨入舟凉。忆君遥在潇湘月，愁听清猿梦里长。,347.0
739,听流人水调子,王昌龄,唐,岭色千重万重雨，断弦收与泪痕深。孤舟微月对枫林，分付鸣筝与客心。,96.0
740,同从弟南斋玩月忆山阴崔少府,王昌龄,唐,冉冉几盈虚，澄澄变今古。清辉澹水月，演漾在窗户。千里共如何，微风吹兰杜。美人清江畔，是夜越吟苦。高卧南斋时，开帷月初吐。,275.0
741,西宫春怨,王昌龄,唐,西宫夜静百花香，欲卷珠帘春恨长。斜抱云和深见月，朦胧树色隐昭阳。,158.0
742,次北固山下,王湾,唐,客路青山外，行舟绿水前。潮平两岸阔，风正一帆悬。乡书何处达？归雁洛阳边。海日生残夜，江春入旧年。,453.0
743,白石滩,王维,唐,清浅白石滩，绿蒲向堪把。家住水东西，浣纱明月下。,754.0
744,酬郭给事,王维,唐,洞门高阁霭馀辉，桃李阴阴柳絮飞。强欲从君无那老，将因卧病解朝衣。禁里疏钟官舍晚，省中啼鸟吏人稀。晨摇玉佩趋金殿，夕奉天书拜琐闱。,219.0
745,酬张少府,王维,唐,晚年唯好静，万事不关心。松风吹解带，山月照弹琴。自顾无长策，空知返旧林。君问穷通理，渔歌入浦深。,55.0
746,出塞作,王维,唐,居延城外猎天骄，白草连天野火烧。玉靶角弓珠勒马，汉家将赐霍嫖姚。暮云空碛时驱马，秋日平原好射雕。护羌校尉朝乘障，破虏将军夜渡辽。,627.0
747,春日上方即事,王维,唐,好读高僧传，时看辟谷方。鸠形将刻仗，龟壳用支床。柳色青山映，梨花夕鸟藏。北窗桃李下，闲坐但焚香。,70.0
748,春日与裴迪过新昌里访吕逸人不遇,王维,唐,桃源一向绝风尘，柳市南头访隐沦。到门不敢题凡鸟，看竹何须问主人。城上青山如屋里，东家流水入西邻。闭户著书多岁月，种松皆老作龙鳞。,173.0
749,春中田园作,王维,唐,临觞忽不御，惆怅远行客。归燕识故巢，旧人看新历。持斧伐远扬，荷锄觇泉脉。屋上春鸠鸣，村边杏花白。,671.0
750,奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制,王维,唐,渭水自萦秦塞曲，黄山旧绕汉宫斜。銮舆迥出千门柳，阁道回看上苑花。为乘阳气行时令，不是宸游玩物华。云里帝城双凤阙，雨中春树万人家。,985.0
751,观猎,王维,唐,忽过新丰市，还归细柳营。风劲角弓鸣，将军猎渭城。回看射雕处，千里暮云平。草枯鹰眼疾，雪尽马蹄轻。,955.0
752,归嵩山作,王维,唐,流水如有意，暮禽相与还。清川带长薄，车马去闲闲。迢递嵩高下，归来且闭关。荒城临古渡，落日满秋山。,714.0
753,过香积寺,王维,唐,薄暮空潭曲，安禅制毒龙。古木无人径，深山何处钟。泉声咽危石，日色冷青松。不知香积寺，数里入云峰。,734.0
754,汉江临泛,王维,唐,楚塞三湘接，荆门九派通。郡邑浮前浦，波澜动远空。江流天地外，山色有无中。襄阳好风日，留醉与山翁。,404.0
755,和贾舍人早朝大明宫之作,王维,唐,九天阊阖开宫殿，万国衣冠拜冕旒。朝罢须裁五色诏，佩声归向凤池头。绛帻鸡人送晓筹，尚衣方进翠云裘。日色才临仙掌动，香烟欲傍衮龙浮。,235.0
756,自大散以往深林密竹磴道盘曲四五十里至黄牛岭见黄花川,王维,唐,回环见徒侣，隐映隔林丘。危径几万转，数里将三休。飒飒松上雨，潺潺石中流。望见南山阳，白露霭悠悠。曾是厌蒙密，旷然销人忧。静言深溪里，长啸高山头。青皋丽已净，绿树郁如浮。,192.0
757,积雨辋川庄作,王维,唐,野老与人争席罢，海鸥何事更相疑。山中习静观朝槿，松下清斋折露葵。积雨空林烟火迟，蒸藜炊黍饷东菑。漠漠水田飞白鹭，阴阴夏木啭黄鹂。,587.0
758,寄荆州张丞相,王维,唐,所思竟何在，怅望深荆门。举世无相识，终身思旧恩。方将与农圃，艺植老丘园。目尽南飞雁，何由寄一言。,944.0
759,九月九日忆山东兄弟,王维,唐,独在异乡为异客，每逢佳节倍思亲。遥知兄弟登高处，遍插茱萸少一人。,57.0
760,老将行,王维,唐,莫嫌旧日云中守，犹堪一战取功勋。汉兵奋迅如霹雳，虏骑崩腾畏蒺藜。路旁时卖故侯瓜，门前学种先生柳。试拂铁衣如雪色，聊持宝剑动星文。愿得燕弓射大将，耻令越甲鸣吾君。卫青不败由天幸，李广无功缘数奇。誓令疏勒出飞泉，不似颍川空使酒。节使三河募年少，诏书五道出将军。自从弃置便衰朽，世事蹉跎成白首。贺兰山下阵如云，羽檄交驰日夕闻。昔时飞箭无全目，今日垂杨生左肘。少年十五二十时，步行夺得胡马骑。一身转战三千里，一剑曾当百万师。射杀山中白额虎，肯数邺下黄须儿！苍茫古木连穷巷，寥落寒山对虚牖。,588.0
761,陇头吟,王维,唐,长安少年游侠客，夜上戍楼看太白。陇头明月迥临关，陇上行人夜吹笛。身经大小百余战，麾下偏裨万户侯。关西老将不胜愁，驻马听之双泪流。苏武才为典属国，节旄空尽海西头。,910.0
762,陇西行,王维,唐,关山正飞雪，烽火断无烟。十里一走马，五里一扬鞭。都护军书至，匈奴围酒泉。,82.0
763,鹿柴,王维,唐,返景入深林，复照青苔上。空山不见人，但闻人语响。,949.0
764,栾家濑,王维,唐,跳波自相溅，白鹭惊复下。飒飒秋雨中，浅浅石溜泻。,414.0
765,洛阳女儿行,王维,唐,画阁朱楼尽相望，红桃绿柳垂檐向。罗帷送上七香车，宝扇迎归九华帐。自怜碧玉亲教舞，不惜珊瑚持与人。春窗曙灭九微火，九微片片飞花琐。戏罢曾无理曲时，妆成祗是熏香坐。城中相识尽繁华，日夜经过赵李家。谁怜越女颜如玉，贫贱江头自浣纱。良人玉勒乘骢马，侍女金盘脍鲤鱼。狂夫富贵在青春，意气骄奢剧季伦。洛阳女儿对门居，才可颜容十五余。,865.0
766,孟城坳,王维,唐,新家孟城口，古木余衰柳。来者复为谁？空悲昔人有。,947.0
767,木兰柴,王维,唐,彩翠时分明，夕岚无处所。秋山敛馀照，飞鸟逐前侣。,412.0
768,鸟鸣涧,王维,唐,月出惊山鸟，时鸣春涧中。人闲桂花落，夜静春山空。,230.0
769,漆园,王维,唐,古人非傲吏，自阙经世务。偶寄一微官，婆娑数株树。,910.0
770,齐州送祖三,王维,唐,相逢方一笑，相送还成泣。祖帐已伤离，荒城复愁入。解缆君已遥，望君犹伫立。天寒远山净，日暮长河急。,105.0
771,青溪/过青溪水作,王维,唐,请留磐石上，垂钓将已矣。我心素已闲，清川澹如此。声喧乱石中，色静深松里。言入黄花川，每逐青溪水。随山将万转，趣途无百里。漾漾泛菱荇，澄澄映葭苇。,386.0
772,秋夜独坐,王维,唐,欲知除老病，唯有学无生。独坐悲双鬓，空堂欲二更。白发终难变，黄金不可成。雨中山果落，灯下草虫鸣。,592.0
773,秋夜曲,王维,唐,银筝夜久殷勤弄，心怯空房不忍归。桂魄初生秋露微，轻罗已薄未更衣。,138.0
774,山居即事,王维,唐,渡头烟火起，处处采菱归。鹤巢松树遍，人访荜门稀。寂寞掩柴扉，苍茫对落晖。绿竹含新粉，红莲落故衣。,488.0
775,山居秋暝,王维,唐,明月松间照，清泉石上流。空山新雨后，天气晚来秋。竹喧归浣女，莲动下渔舟。随意春芳歇，王孙自可留。,946.0
776,山中,王维,唐,山路元无雨，空翠湿人衣。荆溪白石出，天寒红叶稀。,745.0
777,山中送别,王维,唐,山中相送罢，日暮掩柴扉。春草明年绿，王孙归不归？,545.0
778,少年行四首,王维,唐,新丰美酒斗十千，咸阳游侠多少年。相逢意气为君饮，系马高楼垂柳边。出身仕汉羽林郎，初随骠骑战渔阳。孰知不向边庭苦，纵死犹闻侠骨香。一身能擘两雕弧，虏骑千重只似无。偏坐金鞍调白羽，纷纷射杀五单于。汉家君臣欢宴终，高议云台论战功。天子临轩赐侯印，将军佩出明光宫。,756.0
779,使至塞上,王维,唐,单车欲问边，属国过居延。征蓬出汉塞，归雁入胡天。大漠孤烟直，长河落日圆。萧关逢候骑，都护在燕然。,440.0
780,书事,王维,唐,坐看苍苔色，欲上人衣来。轻阴阁小雨，深院昼慵开。,993.0
781,送别,王维,唐,君言不得意，归卧南山陲。但去莫复问，白云无尽时。下马饮君酒，问君何所之？,721.0
782,送秘书晁监还日本国,王维,唐,九州何处远，万里若乘空。乡树扶桑外，主人孤岛中。别离方异域，音信若为通。向国唯看日，归帆但信风。鳌身映天黑，鱼眼射波红。积水不可极，安知沧海东。,744.0
783,送綦毋潜落第还乡,王维,唐,吾谋适不用，勿谓知音稀。遂令东山客，不得顾采薇。置酒长安道，同心与我违。行当浮桂棹，未几拂荆扉。既至金门远，孰云吾道非。远树带行客，孤城当落晖。江淮度寒食，京洛缝春衣。圣代无隐者，英灵尽来归。,205.0
784,送沈子归江东,王维,唐,杨柳渡头行客稀，罟师荡桨向临圻。惟有相思似春色，江南江北送君归。,417.0
785,送元二使安西,王维,唐,渭城朝雨浥轻尘，客舍青青柳色新。劝君更尽一杯酒，西出阳关无故人。,943.0
786,送张五归山,王维,唐,东山有茅屋，幸为扫荆扉。当亦谢官去，岂令心事违。送君尽惆怅，复送何人归。几日同携手，一朝先拂衣。,747.0
787,送赵都督赴代州得青字,王维,唐,岂学书生辈，窗间老一经。万里鸣刁斗，三军出井陉。忘身辞凤阙，报国取龙庭。天官动将星，汉地柳条青。,271.0
788,送梓州李使君,王维,唐,文翁翻教授，不敢倚先贤。万壑树参天，千山响杜鹃。山中一夜雨，树杪百重泉。汉女输橦布，巴人讼芋田。,229.0
789,桃源行,王维,唐,出洞无论隔山水，辞家终拟长游衍。山口潜行始隈隩，山开旷望旋平陆。遥看一处攒云树，近入千家散花竹。惊闻俗客争来集，竞引还家问都邑。平明闾巷扫花开，薄暮渔樵乘水入。月明松下房栊静，日出云中鸡犬喧。当时只记入山深，青溪几度到云林。初因避地去人间，及至成仙遂不还。坐看红树不知远，行尽青溪不见人。峡里谁知有人事，世中遥望空云山。居人共住武陵源，还从物外起田园。自谓经过旧不迷，安知峰壑今来变。不疑灵境难闻见，尘心未尽思乡县。樵客初传汉姓名，居人未改秦衣服。春来遍是桃花水，不辨仙源何处寻。渔舟逐水爱山春，两岸桃花夹古津。,958.0
790,田园乐七首（其三）,王维,唐,杏树坛边渔父，桃花源里人家。采菱渡头风急，策杖林西日斜。,917.0
791,田园乐七首·其六·闲居,王维,唐,花落家童未扫，莺啼山客犹眠。桃红复含宿雨，柳绿更带朝烟。,912.0
792,辋川闲居赠裴秀才迪,王维,唐,倚杖柴门外，临风听暮蝉。渡头馀落日，墟里上孤烟。复值接舆醉，狂歌五柳前。寒山转苍翠，秋水日潺湲。,383.0
793,渭川田家,王维,唐,野老念牧童，倚杖候荆扉。田夫荷锄至，相见语依依。雉雊麦苗秀，蚕眠桑叶稀。即此羡闲逸，怅然吟式微。斜阳照墟落，穷巷牛羊归。,938.0
794,西施咏,王维,唐,贱日岂殊众，贵来方悟稀。艳色天下重，西施宁久微。君宠益娇态，君怜无是非。当时浣纱伴，莫得同车归。朝为越溪女，暮作吴宫妃。邀人傅香粉，不自著罗衣。持谢邻家子，效颦安可希。,398.0
795,息夫人,王维,唐,看花满眼泪，不共楚王言。莫以今时宠，难忘旧日恩。,659.0
796,戏题盘石,王维,唐,若道春风不解意，何因吹送落花来。可怜盘石临泉水，复有垂杨拂酒杯。,717.0
797,相思,王维,唐,红豆生南国，春来发几枝？愿君多采撷，此物最相思。,739.0
798,辛夷坞,王维,唐,涧户寂无人，纷纷开且落。木末芙蓉花，山中发红萼。,111.0
799,新晴野望,王维,唐,郭门临渡头，村树连溪口。新晴原野旷，极目无氛垢。农月无闲人，倾家事南亩。白水明田外，碧峰出山后。,948.0
800,夷门歌,王维,唐,七雄雄雌犹未分，攻城杀将何纷纷。秦兵益围邯郸急，魏王不救平原君。公子为嬴停驷马，执辔愈恭意愈下。亥为屠肆鼓刀人，嬴乃夷门抱关者。非但慷慨献良谋，意气兼将身命酬。向风刎颈送公子，七十老翁何所求。,823.0
801,杂诗三首（其二）,王维,唐,君自故乡来，应知故乡事。来日绮窗前，寒梅著花未？,954.0
802,早朝,王维,唐,仍闻遣方士，东海访蓬瀛。城乌睥睨晓，宫井辘轳声。方朔金门侍，班姬玉辇迎。柳暗百花明，春深五凤城。,561.0
803,早春行,王维,唐,忆君长入梦，归晚更生疑。谁家折杨女，弄春如不及。紫梅发初遍，黄鸟歌犹涩。香畏风吹散，衣愁露沾湿。不及红檐燕，双栖绿草时。游衍益相思，含啼向彩帷。爱水看妆坐，羞人映花立。玉闺青门里，日落香车入。,161.0
804,终南别业,王维,唐,中岁颇好道，晚家南山陲。偶然值林叟，谈笑无还期。行到水穷处，坐看云起时。兴来每独往，胜事空自知。,400.0
805,终南山,王维,唐,白云回望合，青霭入看无。太乙近天都，连山接海隅。分野中峰变，阴晴众壑殊。欲投人处宿，隔水问樵夫。,580.0
806,竹里馆,王维,唐,独坐幽篁里，弹琴复长啸。深林人不知，明月来相照。,206.0
807,登鹳雀楼,王之涣,唐,白日依山尽，黄河入海流。欲穷千里目，更上一层楼。,10.0
808,凉州词（其一）,王之涣,唐,黄河远上白云间，一片孤城万仞山。羌笛何须怨杨柳，春风不度玉门关。,162.0
809,宴词,王之涣,唐,莫听声声催去棹，桃溪浅处不胜舟。长堤春水绿悠悠，畎入漳河一道流。,49.0
810,酬乐天频梦微之,元稹,唐,我今因病魂颠倒，唯梦闲人不梦君。山水万重书断绝，念君怜我梦相闻。,919.0
811,得乐天书,元稹,唐,远信入门先有泪，妻惊女哭问何如。寻常不省曾如此，应是江州司马书。,835.0
812,菊花,元稹,唐,秋丛绕舍似陶家，遍绕篱边日渐斜。不是花中偏爱菊，此花开尽更无花。,368.0
813,离思五首（其四）,元稹,唐,曾经沧海难为水，除却巫山不是云。取次花丛懒回顾，半缘修道半缘君。,355.0
814,连昌宫词,元稹,唐,连昌宫中满宫竹，岁久无人森似束。又有墙头千叶桃，风动落花红蔌蔌。宫边老翁为余泣，小年进食曾因入。上皇正在望仙楼，太真同凭阑干立。楼上楼前尽珠翠，炫转荧煌照天地。归来如梦复如痴，何暇备言宫里事。初过寒食一百六，店舍无烟宫树绿。夜半月高弦索鸣，贺老琵琶定场屋。力士传呼觅念奴，念奴潜伴诸郎宿。须臾觅得又连催，特敕街中许然烛。春娇满眼睡红绡，掠削云鬟旋装束。飞上九天歌一声，二十五郎吹管逐。逡巡大遍凉州彻，色色龟兹轰录续。李谟擫笛傍宫墙，偷得新翻数般曲。平明大驾发行宫，万人歌舞涂路中。百官队仗避岐薛，杨氏诸姨车斗风。明年十月东都破，御路犹存禄山过。驱令供顿不敢藏，万姓无声泪潜堕。两京定后六七年，却寻家舍行宫前。庄园烧尽有枯井，行宫门闭树宛然。尔后相传六皇帝，不到离宫门久闭。往来年少说长安，玄武楼成花萼废。去年敕使因斫竹，偶值门开暂相逐。荆榛栉比塞池塘，狐兔骄痴缘树木。舞榭欹倾基尚在，文窗窈窕纱犹绿。尘埋粉壁旧花钿，乌啄风筝碎珠玉。上皇偏爱临砌花，依然御榻临阶斜。蛇出燕巢盘斗栱，菌生香案正当衙。寝殿相连端正楼，太真梳洗楼上头。晨光未出帘影黑，至今反挂珊瑚钩。指似傍人因恸哭，却出宫门泪相续。自从此后还闭门，夜夜狐狸上门屋。我闻此语心骨悲，太平谁致乱者谁。翁言野父何分别，耳闻眼见为君说。姚崇宋璟作相公，劝谏上皇言语切。燮理阴阳禾黍丰，调和中外无兵戎。长官清平太守好，拣选皆言由相公。开元之末姚宋死，朝廷渐渐由妃子。禄山宫里养作儿，虢国门前闹如市。弄权宰相不记名，依稀忆得杨与李。庙谟颠倒四海摇，五十年来作疮痏。今皇神圣丞相明，诏书才下吴蜀平。官军又取淮西贼，此贼亦除天下宁。年年耕种宫前道，今年不遣子孙耕。老翁此意深望幸，努力庙谋休用兵。,780.0
815,六年春遣怀八首,元稹,唐,我随楚泽波中梗，君作咸阳泉下泥。百事无心值寒食，身将稚女帐前啼。其二今日闲窗拂尘土，残弦犹迸钿箜篌。检得旧书三四纸，高低阔狭粗成行。重纩犹存孤枕在，春衫无复旧裁缝。自言并食寻高事，唯念山深驿路长。其七病身一到繐帷下，还向临阶背日眠。伤禽我是笼中鹤，沉剑君为泉下龙。其六童稚痴狂撩乱走，绣球花仗满堂前。伴客销愁长日饮，偶然乘兴便醺醺。公无渡河音响绝，已隔前春复去秋。小于潘岳头先白，学取庄周泪莫多。其三其一怪来醒后傍人泣，醉里时时错问君。止竟悲君须自省，川流前后各风波。其四婢仆晒君馀服用，娇痴稚女绕床行。其五玉梳钿朵香胶解，尽日风吹玳瑁筝。其八,413.0
816,明月三五夜,元稹,唐,待月西厢下，迎风户半开。拂墙花影动，疑是玉人来。,31.0
817,遣悲怀三首（其一）,元稹,唐,今日俸钱过十万，与君营奠复营斋。谢公最小偏怜女，自嫁黔娄百事乖。野蔬充膳甘长藿，落叶添薪仰古槐。顾我无衣搜荩箧，泥他沽酒拔金钗。,967.0
818,闻乐天授江州司马,元稹,唐,垂死病中惊坐起，暗风吹雨入寒窗。残灯无焰影幢幢，此夕闻君谪九江。,313.0
819,西归绝句十二首,元稹,唐,两纸京书临水读，小桃花树满商山。左降去时裴相宅，旧来车马几人过。不知山下东流水，何事长须日夜流。白头归舍意如何，贺处无穷吊亦多。今朝西渡丹河水，心寄丹河无限愁。一夜思量十年事，几人强健几人无。天色渐明回一望，玉尘随马度蓝桥。世事渐多饶怅望，旧曾行处便伤心。五年江上损容颜，今日春风到武关。寒窗风雪拥深炉，彼此相伤指白须。云覆蓝桥雪满溪，须臾便与碧峰齐。只去长安六日期，多应及得杏花时。春来知有归乡梦，一半犹疑梦里行。闲游寺观从容到，遍问亲知次第寻。还乡何用泪沾襟，一半云霄一半沉。若到庄前竹园下，殷勤为绕故山流。一世营营死是休，生前无事定无由。今日还乡独憔悴，几人怜见白髭须。肠断裴家光德宅，无人扫地戟门深。同归谏院韦丞相，共贬河南亚大夫。寒花带雪满山腰，著柳冰珠满碧条。双堠频频减去程，渐知身得近京城。风回面市连天合，冻压花枝著水低。春明门外谁相待，不梦闲人梦酒卮。,345.0
820,行宫,元稹,唐,寥落古行宫，宫花寂寞红。白头宫女在，闲坐说玄宗。,855.0
821,重赠,元稹,唐,休遣玲珑唱我诗，我诗多是别君词。明朝又向江头别，月落潮平是去时。,290.0
822,出守桐庐道中十绝,范仲淹,北宋,素心爱云水，此日东南行。笑解尘缨处，沧浪无限清。,49.0
823,江上渔者,范仲淹,宋,江上往来人，但爱鲈鱼美。君看一叶舟，出没风波里。,231.0
824,书扇示门人,范仲淹,北宋,一派青山景色幽，前人田地后人收。后人收得休欢喜，还有收人在后头。,524.0
825,苏幕遮·怀旧,范仲淹,北宋,黯乡魂，追旅思，夜夜除非，好梦留人睡。明月楼高休独倚，酒入愁肠，化作相思泪。碧云天，黄叶地，秋色连波，波上寒烟翠。山映斜阳天接水，芳草无情，更在斜阳外。,754.0
826,剔银灯·与欧阳公席上分题,范仲淹,北宋,昨夜因看蜀志。笑曹操、孙权、刘备。用尽机关，徒劳心力，只得三分天地。屈指细寻思，争如共、刘伶一醉。人世都无百岁。少痴騃、老成尪悴。只有中间，些子少年，忍把浮名牵系。一品与千金，问白发、如何回避。,921.0
827,渔家傲·秋思,范仲淹,北宋,浊酒一杯家万里，燕然未勒归无计。羌管悠悠霜满地，人不寐，将军白发征夫泪。塞下秋来风景异，衡阳雁去无留意。四面边声连角起，千嶂里，长烟落日孤城闭。,110.0
828,御街行·秋日怀旧,范仲淹,北宋,愁肠已断无由醉，酒未到，先成泪。残灯明灭枕头欹，谙尽孤眠滋味。都来此事，眉间心上，无计相回避。纷纷坠叶飘香砌。夜寂静，寒声碎。真珠帘卷玉楼空，天淡银河垂地。年年今夜，月华如练，长是人千里。,610.0
829,长寿乐·南昌生日,李清照,宋,微寒应候，望日边六叶，阶蓂初秀。爱景欲挂扶桑，漏残银箭，杓回摇斗。庆高闳此际，掌上一颗明珠剖。有令容淑质，归逢佳偶。到如今，昼锦满堂贵胄。荣耀，文步紫禁，一一金章绿绶。更值棠棣连阴，虎符熊轼，夹河分守。况青云咫尺，朝暮重入承明后。看彩衣争献，兰羞玉酎。祝千龄，借指松椿比寿。,937.0
830,点绛唇·蹴罢秋千,李清照,宋,见客入来，袜刬金钗溜。和羞走，倚门回首，却把青梅嗅。蹴罢秋千，起来慵整纤纤手。露浓花瘦，薄汗轻衣透。,587.0
831,点绛唇·闺思,李清照,宋,倚遍阑干，只是无情绪。人何处，连天衰草，望断归来路。寂寞深闺，柔肠一寸愁千缕。惜春春去，几点催花雨。,166.0
832,蝶恋花·晚止昌乐馆寄姊妹,李清照,宋,惜别伤离方寸乱，忘了临行，酒盏深和浅。好把音书凭过雁，东莱不似蓬莱远。泪湿罗衣脂粉满，四叠阳关，唱到千千遍。人道山长山又断，萧萧微雨闻孤馆。,403.0
833,蝶恋花·暖雨晴风初破冻,李清照,宋,暖雨晴风初破冻，柳眼梅腮，已觉春心动。酒意诗情谁与共？泪融残粉花钿重。乍试夹衫金缕缝，山枕斜欹，枕损钗头凤。独抱浓愁无好梦，夜阑犹剪灯花弄。,535.0
834,蝶恋花·上巳召亲族,李清照,宋,随意杯盘虽草草。酒美梅酸，恰称人怀抱。醉里插花花莫笑，可怜春似人将老。永夜恹恹欢意少。空梦长安，认取长安道。为报今年春色好，花光月影宜相照。,491.0
835,多丽·咏白菊,李清照,宋,小楼寒，夜长帘幕低垂。恨萧萧、无情风雨，夜来揉损琼肌。也不似、贵妃醉脸，也不似、孙寿愁眉。韩令偷香，徐娘傅粉，莫将比拟未新奇。细看取、屈平陶令，风韵正相宜。微风起，清芬酝藉，不减酴醿。渐秋阑、雪清玉瘦，向人无限依依。似愁凝、汉皋解佩，似泪洒、纨扇题诗。朗月清风，浓烟暗雨，天教憔悴度芳姿。纵爱惜、不知从此，留得几多时。人情好，何须更忆，泽畔东篱。,885.0
